Record Date,Debt Limit Description,Debt Limit Class 1 Description,Debt Limit Class 2 Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2020-03-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-23654178.1514638,8,2020,2,2020,1,03,31
2020-02-29,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2020,2,2020,1,02,29
2020-02-29,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-23370133.7529883,8,2020,2,2020,1,02,29
2020-02-29,Debt Subject to Limit,Total Public Debt Outstanding,null,17413050.1674093,5996908.88290133,23409959.0503106,1,2020,2,2020,1,02,29
2020-02-29,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,478.67928705,0,478.67928705,2,2020,2,2020,1,02,29
2020-02-29,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,15129.0455286,15408.57377077,30537.61929937,3,2020,2,2020,1,02,29
2020-02-29,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,8809.208,8809.208,4,2020,2,2020,1,02,29
2020-02-29,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2020,2,2020,1,02,29
2020-02-29,Debt Subject to Limit,Total Public Debt Subject to Limit,null,17397441.6518578,5972691.10113056,23370133.7529883,6,2020,2,2020,1,02,29
2020-01-31,Debt Subject to Limit,Total Public Debt Outstanding,null,17212634.7948203,6011178.11082711,23223812.9056474,1,2020,2,2020,1,01,31
2020-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,478.76006605,0,478.76006605,2,2020,2,2020,1,01,31
2020-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,15438.69535336,18282.03688543,33720.73223879,3,2020,2,2020,1,01,31
2020-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,8809.208,8809.208,4,2020,2,2020,1,01,31
2020-01-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2020,2,2020,1,01,31
2020-01-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,17196717.5486651,5984086.86594168,23180804.4146067,6,2020,2,2020,1,01,31
2020-01-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2020,2,2020,1,01,31
2020-01-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-23180804.4146067,8,2020,2,2020,1,01,31
2019-12-31,Debt Subject to Limit,Total Public Debt Outstanding,null,17170441.5200595,6030937.64717518,23201380.1672346,1,2020,1,2019,4,12,31
2019-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,478.92171005,0,478.92171005,2,2020,1,2019,4,12,31
2019-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,15412.13899862,20979.85532961,36391.99432823,3,2020,1,2019,4,12,31
2019-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,8809.208,8809.208,4,2020,1,2019,4,12,31
2019-12-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2020,1,2019,4,12,31
2019-12-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,17154551.6686149,6001148.58384557,23155700.2524605,6,2020,1,2019,4,12,31
2019-12-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2020,1,2019,4,12,31
2019-12-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-23155700.2524605,8,2020,1,2019,4,12,31
2019-11-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-23030572.2279271,8,2020,1,2019,4,11,30
2019-11-30,Debt Subject to Limit,Total Public Debt Outstanding,null,17105420.786741,5970777.6147715,23076199.4015125,1,2020,1,2019,4,11,30
2019-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,478.99223305,0,478.99223305,2,2020,1,2019,4,11,30
2019-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,16375.37599016,19963.8066263,36339.18261646,3,2020,1,2019,4,11,30
2019-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,8809.208,8809.208,4,2020,1,2019,4,11,30
2019-11-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2020,1,2019,4,11,30
2019-11-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,17088566.6277819,5942004.6001452,23030572.2279271,6,2020,1,2019,4,11,30
2019-11-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2020,1,2019,4,11,30
2019-10-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2020,1,2019,4,10,31
2019-10-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16963574.7706983,5998175.366206,22961750.1369043,6,2020,1,2019,4,10,31
2019-10-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2020,1,2019,4,10,31
2019-10-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-22961750.1369043,8,2020,1,2019,4,10,31
2019-10-31,Debt Subject to Limit,Total Public Debt Outstanding,null,16981310.6052294,6027098.6491275,23008410.254357,1,2020,1,2019,4,10,31
2019-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,479.08577405,0,479.08577405,2,2020,1,2019,4,10,31
2019-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,17256.95802129,20114.0749215,37371.03294279,3,2020,1,2019,4,10,31
2019-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,8809.208,8809.208,4,2020,1,2019,4,10,31
2019-09-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-22686617.097077,8,2019,4,2019,3,09,30
2019-09-30,Debt Subject to Limit,Total Public Debt Outstanding,null,16809092.3347931,5910309.00036225,22719402.3351553,1,2019,4,2019,3,09,30
2019-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,479.16856305,0,479.16856305,2,2019,4,2019,3,09,30
2019-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,17495.8062045,6001.26457497,23497.07077947,3,2019,4,2019,3,09,30
2019-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,8809.208,8809.208,4,2019,4,2019,3,09,30
2019-09-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,4,2019,3,09,30
2019-09-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16791117.5692897,5895498.52778728,22686617.097077,6,2019,4,2019,3,09,30
2019-09-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2019,4,2019,3,09,30
2019-08-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-22427544.6474379,8,2019,4,2019,3,08,31
2019-08-31,Debt Subject to Limit,Total Public Debt Outstanding,null,16596815.6377604,5863651.03569163,22460466.673452,1,2019,4,2019,3,08,31
2019-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,479.26349405,0,479.26349405,2,2019,4,2019,3,08,31
2019-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,18091.68033538,5542.08344883,23633.76378421,3,2019,4,2019,3,08,31
2019-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,8809.208,8809.208,4,2019,4,2019,3,08,31
2019-08-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,4,2019,3,08,31
2019-08-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16578244.9031951,5849299.7442428,22427544.6474379,6,2019,4,2019,3,08,31
2019-08-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2019,4,2019,3,08,31
2019-07-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,24.5211630649865,8,2019,4,2019,3,07,31
2019-07-31,Debt Subject to Limit,Total Public Debt Outstanding,null,16211185.0174034,5811184.31629675,22022369.3337001,1,2019,4,2019,3,07,31
2019-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,479.35544905,0,479.35544905,2,2019,4,2019,3,07,31
2019-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,18204.69954379,7195.1897268,25399.88927059,3,2019,4,2019,3,07,31
2019-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,8809.208,8809.208,4,2019,4,2019,3,07,31
2019-07-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,4,2019,3,07,31
2019-07-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16192501.1716747,5795178.91856995,21987681.0902446,6,2019,4,2019,3,07,31
2019-07-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,21987705.6114077,7,2019,4,2019,3,07,31
2019-06-30,Debt Subject to Limit,Total Public Debt Outstanding,null,16188422.0742102,5834860.57064074,22023282.644851,1,2019,3,2019,2,06,30
2019-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,479.44405105,0,479.44405105,2,2019,3,2019,2,06,30
2019-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,19160.79727415,7152.7656067,26313.56288085,3,2019,3,2019,2,06,30
2019-06-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,3,2019,2,06,30
2019-06-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16168782.0421492,5818898.59703404,21987680.6391832,6,2019,3,2019,2,06,30
2019-06-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,24.9722245037556,8,2019,3,2019,2,06,30
2019-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,8809.208,8809.208,4,2019,3,2019,2,06,30
2019-06-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,21987705.6114077,7,2019,3,2019,2,06,30
2019-05-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,25.4467842131853,8,2019,3,2019,2,05,31
2019-05-31,Debt Subject to Limit,Total Public Debt Outstanding,null,16202283.336055,5824141.10018717,22026424.4362422,1,2019,3,2019,2,05,31
2019-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,479.54330605,0,479.54330605,2,2019,3,2019,2,05,31
2019-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,20245.27829204,7679.19128474,27924.46957678,3,2019,3,2019,2,05,31
2019-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2019,3,2019,2,05,31
2019-05-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,3,2019,2,05,31
2019-05-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16181557.7237211,5806122.44090243,21987681.1646235,6,2019,3,2019,2,05,31
2019-05-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,21987705.6114077,7,2019,3,2019,2,05,31
2019-04-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,25.4412829726934,8,2019,3,2019,2,04,30
2019-04-30,Debt Subject to Limit,Total Public Debt Outstanding,null,16192789.3896916,5834879.36904486,22027667.7587365,1,2019,3,2019,2,04,30
2019-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,479.64274605,0,479.64274605,2,2019,3,2019,2,04,30
2019-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,20560.51289968,8608.17423019,29168.68712987,3,2019,3,2019,2,04,30
2019-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2019,3,2019,2,04,30
2019-04-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,3,2019,2,04,30
2019-04-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16171750.4433101,5815930.72681467,21987681.1701247,6,2019,3,2019,2,04,30
2019-04-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,21987705.6114077,7,2019,3,2019,2,04,30
2019-03-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,24.5378410443664,8,2019,2,2019,1,03,31
2019-03-31,Debt Subject to Limit,Total Public Debt Outstanding,null,16204392.0121545,5823487.60703242,22027879.6191869,1,2019,2,2019,1,03,31
2019-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,479.73794105,0,479.73794105,2,2019,2,2019,1,03,31
2019-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,21072.77348901,8307.77545438,29380.54894339,3,2019,2,2019,1,03,31
2019-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2019,2,2019,1,03,31
2019-03-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,2,2019,1,03,31
2019-03-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16182839.7099886,5804841.36357804,21987681.0735667,6,2019,2,2019,1,03,31
2019-03-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,21987705.6114077,7,2019,2,2019,1,03,31
2019-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2019,2,2019,1,02,28
2019-02-28,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,2,2019,1,02,28
2019-02-28,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16228974.9504752,5845180.90753121,22074155.8580064,6,2019,2,2019,1,02,28
2019-02-28,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2019,2,2019,1,02,28
2019-02-28,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-22074155.8580064,8,2019,2,2019,1,02,28
2019-02-28,Debt Subject to Limit,Total Public Debt Outstanding,null,16250898.0447292,5864628.40087073,22115526.4456,1,2019,2,2019,1,02,28
2019-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,479.81678505,0,479.81678505,2,2019,2,2019,1,02,28
2019-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,21443.48673317,9108.02533952,30551.51207269,3,2019,2,2019,1,02,28
2019-01-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-21941178.8994237,8,2019,2,2019,1,01,31
2019-01-31,Debt Subject to Limit,Total Public Debt Outstanding,null,16101226.7883921,5881196.24458736,21982423.0329794,1,2019,2,2019,1,01,31
2019-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,479.90473605,0,479.90473605,2,2019,2,2019,1,01,31
2019-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,21293.66433327,9131.30575062,30424.97008389,3,2019,2,2019,1,01,31
2019-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2019,2,2019,1,01,31
2019-01-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,2,2019,1,01,31
2019-01-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16079453.4285869,5861725.47083674,21941178.8994237,6,2019,2,2019,1,01,31
2019-01-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2019,2,2019,1,01,31
2018-12-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-21933737.8449827,8,2019,1,2018,4,12,31
2018-12-31,Debt Subject to Limit,Total Public Debt Outstanding,null,16101666.5273713,5872429.20530887,21974095.7326802,1,2019,1,2018,4,12,31
2018-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,479.98151605,0,479.98151605,2,2019,1,2018,4,12,31
2018-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,20291.49909237,9247.14835317,29538.64744554,3,2019,1,2018,4,12,31
2018-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2019,1,2018,4,12,31
2018-12-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,1,2018,4,12,31
2018-12-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16080895.256027,5852842.5889557,21933737.8449827,6,2019,1,2018,4,12,31
2018-12-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2019,1,2018,4,12,31
2018-11-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2019,1,2018,4,11,30
2018-11-30,Debt Subject to Limit,Total Public Debt Outstanding,null,16044318.1919477,5805775.68549699,21850093.8774447,1,2019,1,2018,4,11,30
2018-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,480.05784905,0,480.05784905,2,2019,1,2018,4,11,30
2018-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,20932.12201469,10140.60986244,31072.73187713,3,2019,1,2018,4,11,30
2018-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2019,1,2018,4,11,30
2018-11-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,1,2018,4,11,30
2018-11-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,16022906.2213481,5785295.60763455,21808201.8289827,6,2019,1,2018,4,11,30
2018-11-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-21808201.8289827,8,2019,1,2018,4,11,30
2018-10-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-21661034.5917632,8,2019,1,2018,4,10,31
2018-10-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2019,1,2018,4,10,31
2018-10-31,Debt Subject to Limit,Total Public Debt Outstanding,null,15843329.2983341,5859040.45758448,21702369.7559186,1,2019,1,2018,4,10,31
2018-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,480.14992805,0,480.14992805,2,2019,1,2018,4,10,31
2018-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,20126.10125879,10389.65423271,30515.7554915,3,2019,1,2018,4,10,31
2018-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2019,1,2018,4,10,31
2018-10-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2019,1,2018,4,10,31
2018-10-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,15822723.2564114,5838311.33535177,21661034.5917632,6,2019,1,2018,4,10,31
2018-09-30,Debt Subject to Limit,Total Public Debt Outstanding,null,15761154.5218339,5754904.15557523,21516057.5791321,1,2018,4,2018,3,09,30
2018-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,480.22473705,0,480.22473705,2,2018,4,2018,3,09,30
2018-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,20221.81113556,10168.58545795,30390.39659351,3,2018,4,2018,3,09,30
2018-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2018,4,2018,3,09,30
2018-09-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2018,4,2018,3,09,30
2018-09-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,15740452.6952254,5734396.10211728,21474847.6990657,6,2018,4,2018,3,09,30
2018-09-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2018,4,2018,3,09,30
2018-09-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-21474847.6990657,8,2018,4,2018,3,09,30
2018-08-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-21417956.4680605,8,2018,4,2018,3,08,31
2018-08-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2018,4,2018,3,08,31
2018-08-31,Debt Subject to Limit,Total Public Debt Outstanding,null,15785389.1627757,5673460.53171284,21458849.6944885,1,2018,4,2018,3,08,31
2018-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,480.31592705,0,480.31592705,2,2018,4,2018,3,08,31
2018-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,20348.10068819,9725.55107696,30073.65176515,3,2018,4,2018,3,08,31
2018-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2018,4,2018,3,08,31
2018-08-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2018,4,2018,3,08,31
2018-08-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,15764560.9554246,5653395.51263588,21417956.4680605,6,2018,4,2018,3,08,31
2018-07-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2018,4,2018,3,07,31
2018-07-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-21272706.0133673,8,2018,4,2018,3,07,31
2018-07-31,Debt Subject to Limit,Total Public Debt Outstanding,null,15569493.1191567,5743567.93481129,21313061.053968,1,2018,4,2018,3,07,31
2018-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,480.40138905,0,480.40138905,2,2018,4,2018,3,07,31
2018-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,19436.22280876,10099.15766699,29535.38047575,3,2018,4,2018,3,07,31
2018-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2018,4,2018,3,07,31
2018-07-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2018,4,2018,3,07,31
2018-07-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,15549576.704223,5723129.3091443,21272706.0133673,6,2018,4,2018,3,07,31
2018-06-30,Debt Subject to Limit,Total Public Debt Outstanding,null,15466564.2305851,5728504.51667193,21195069.747257,1,2018,3,2018,2,06,30
2018-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,480.48521505,0,480.48521505,2,2018,3,2018,2,06,30
2018-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,19395.8218478,9768.31173832,29164.13358612,3,2018,3,2018,2,06,30
2018-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,10339.468,10339.468,4,2018,3,2018,2,06,30
2018-06-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2018,3,2018,2,06,30
2018-06-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,15446688.1327864,5708397.73693361,21155085.86972,6,2018,3,2018,2,06,30
2018-06-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2018,3,2018,2,06,30
2018-06-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-21155085.86972,8,2018,3,2018,2,06,30
2018-05-31,Debt Subject to Limit,Total Public Debt Outstanding,null,15426913.4254442,5718301.75125452,21145215.1766987,1,2018,3,2018,2,05,31
2018-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,480.56899505,0,480.56899505,2,2018,3,2018,2,05,31
2018-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,19312.59095402,9925.61083606,29238.20179008,3,2018,3,2018,2,05,31
2018-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,11457.209,11457.209,4,2018,3,2018,2,05,31
2018-05-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2018,3,2018,2,05,31
2018-05-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,15407120.4747593,5696918.93141846,21104039.4061777,6,2018,3,2018,2,05,31
2018-05-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2018,3,2018,2,05,31
2018-05-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-21104039.4061777,8,2018,3,2018,2,05,31
2018-04-30,Debt Subject to Limit,Total Public Debt Outstanding,null,15335128.3684948,5733072.08959186,21068200.4580866,1,2018,3,2018,2,04,30
2018-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,480.64762705,0,480.64762705,2,2018,3,2018,2,04,30
2018-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,18472.75202145,10245.02833038,28717.78035183,3,2018,3,2018,2,04,30
2018-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,11457.209,11457.209,4,2018,3,2018,2,04,30
2018-04-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2018,3,2018,2,04,30
2018-04-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,15316175.1781104,5711369.85226148,21027545.0303719,6,2018,3,2018,2,04,30
2018-04-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2018,3,2018,2,04,30
2018-04-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-21027545.0303719,8,2018,3,2018,2,04,30
2018-03-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-21049523.6211675,8,2018,2,2018,1,03,31
2018-03-31,Debt Subject to Limit,Total Public Debt Outstanding,null,15428009.9066214,5661632.90867702,21089642.8152984,1,2018,2,2018,1,03,31
2018-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,480.73146105,0,480.73146105,2,2018,2,2018,1,03,31
2018-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,18273.6779578,9907.7849762,28181.462934,3,2018,2,2018,1,03,31
2018-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,11457.209,11457.209,4,2018,2,2018,1,03,31
2018-03-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2018,2,2018,1,03,31
2018-03-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,15409255.7064667,5640267.91470082,21049523.6211675,6,2018,2,2018,1,03,31
2018-03-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2018,2,2018,1,03,31
2018-02-28,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,-20816718.7020378,8,2018,2,2018,1,02,28
2018-02-28,Debt Subject to Limit,Total Public Debt Outstanding,null,15150589.0924685,5705082.30223459,20855672.3947031,1,2018,2,2018,1,02,28
2018-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,480.79937405,0,480.79937405,2,2018,2,2018,1,02,28
2018-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,16669.50595873,10345.38759663,27014.89355536,3,2018,2,2018,1,02,28
2018-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,11457.209,11457.209,4,2018,2,2018,1,02,28
